DATE|COUNTRIES|GROUND|CITY|COUNTRY|TEAM.1|TEAM.2|WINNER|MARGIN
1998-04-05|South Africa v. Sri Lanka|Wanderers Stadium|Johannesburg|South Africa|South Africa|Sri Lanka|South Africa|57 runs
1998-04-05|India v. Zimbabwe|Reliance Stadium|Vadodara|India|India|Zimbabwe|India|13 runs
1998-04-05|West Indies v. England|Arnos Vale Ground|Kingstown, St. Vincent|West Indies|West Indies|England|West Indies|4 wickets
1998-04-07|Pakistan v. Sri Lanka|Diamond Oval|Kimberley|South Africa|Pakistan|Sri Lanka|Pakistan|4 wickets
1998-04-07|India v. Australia|Green Park|Kanpur|India|India|Australia|India|6 wickets
1998-04-08|West Indies v. England|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|England|West Indies|57 runs
1998-04-09|Pakistan v. Sri Lanka|Boland Park|Paarl|South Africa|Pakistan|Sri Lanka|Pakistan|110 runs
1998-04-09|India v. Zimbabwe|Barabati Stadium|Cuttack|India|India|Zimbabwe|India|32 runs
1998-04-11|South Africa v. Pakistan|Buffalo Park|East London|South Africa|South Africa|Pakistan|South Africa|3 wickets
1998-04-11|Australia v. Zimbabwe|Feroz Shah Kotla|Delhi|India|Australia|Zimbabwe|Australia|16 runs
1998-04-13|South Africa v. Sri Lanka|St George's Park|Port Elizabeth|South Africa|South Africa|Sri Lanka|Sri Lanka|6 wickets
1998-04-14|India v. Australia|Feroz Shah Kotla|Delhi|India|India|Australia|Australia|4 wickets
1998-04-15|Pakistan v. Sri Lanka|Willowmoore Park|Benoni|South Africa|Pakistan|Sri Lanka|Sri Lanka|115 runs
1998-04-17|India v. New Zealand|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|New Zealand|India|15 runs
1998-04-17|South Africa v. Pakistan|SuperSport Park|Centurion|South Africa|South Africa|Pakistan|South Africa|7 wickets
1998-04-18|Australia v. New Zealand|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Australia|New Zealand|Australia|6 wickets
1998-04-19|Australia v. India|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Australia|India|Australia|58 runs
1998-04-19|South Africa v. Sri Lanka|Mangaung Oval|Bloemfontein|South Africa|South Africa|Sri Lanka|South Africa|5 wickets
1998-04-20|India v. New Zealand|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|New Zealand|New Zealand|4 wickets
1998-04-21|Australia v. New Zealand|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Australia|New Zealand|Australia|5 wickets
1998-04-22|Australia v. India|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Australia|India|Australia|26 runs
1998-04-23|South Africa v. Pakistan|Newlands|Cape Town|South Africa|South Africa|Pakistan|South Africa|9 wickets
1998-04-24|Australia v. India|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Australia|India|India|6 wickets
1998-05-14|India v. Bangladesh|Punjab Cricket Association IS Bindra Stadium|Mohali, Chandigarh|India|India|Bangladesh|India|5 wickets
1998-05-17|Bangladesh v. Kenya|Lal Bahadur Shastri Stadium|Hyderabad (Deccan)|India|Bangladesh|Kenya|Bangladesh|6 wickets
1998-05-20|India v. Kenya|M Chinnaswamy Stadium|Bengaluru, Bangalore|India|India|Kenya|India|4 wickets
1998-05-21|England v. South Africa|Kennington Oval|London|England|England|South Africa|South Africa|3 wickets
1998-05-23|England v. South Africa|Old Trafford|Manchester|England|England|South Africa|South Africa|32 runs
1998-05-23|Bangladesh v. Kenya|MA Chidambaram Stadium|Chennai|India|Bangladesh|Kenya|Kenya|28 runs
1998-05-24|England v. South Africa|Headingley|Leeds|England|England|South Africa|England|7 wickets
1998-05-25|India v. Bangladesh|Wankhede Stadium|Mumbai|India|India|Bangladesh|India|5 wickets
1998-05-28|India v. Kenya|Captain Roop Singh Stadium|Gwalior|India|India|Kenya|Kenya|69 runs
1998-05-31|India v. Kenya|Eden Gardens|Kolkata|India|India|Kenya|India|9 wickets
1998-06-19|Sri Lanka v. India|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|India|India|8 wickets
1998-06-21|Sri Lanka v. New Zealand|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|New Zealand|Sri Lanka|7 wickets
1998-07-01|Sri Lanka v. India|Sinhalese Sports Club Ground|Colombo|Sri Lanka|Sri Lanka|India|Sri Lanka|8 runs
1998-07-05|Sri Lanka v. New Zealand|Sinhalese Sports Club Ground|Colombo|Sri Lanka|Sri Lanka|New Zealand|Sri Lanka|87 runs
1998-07-07|Sri Lanka v. India|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|India|India|6 runs
1998-08-14|South Africa v. Sri Lanka|Trent Bridge|Nottingham|England|South Africa|Sri Lanka|Sri Lanka|57 runs
1998-08-16|England v. Sri Lanka|Lord's|London|England|England|Sri Lanka|England|36 runs
1998-08-18|England v. South Africa|Edgbaston|Birmingham|England|England|South Africa|South Africa|14 runs
1998-08-20|England v. Sri Lanka|Lord's|London|England|England|Sri Lanka|Sri Lanka|5 wickets
1998-09-12|India v. Pakistan|Cricket, Skating & Curling Club|Toronto|Canada|India|Pakistan|India|6 wickets
1998-09-13|India v. Pakistan|Cricket, Skating & Curling Club|Toronto|Canada|India|Pakistan|Pakistan|51 runs
1998-09-16|India v. Pakistan|Cricket, Skating & Curling Club|Toronto|Canada|India|Pakistan|Pakistan|77 runs
1998-09-19|India v. Pakistan|Cricket, Skating & Curling Club|Toronto|Canada|India|Pakistan|Pakistan|134 runs
1998-09-20|India v. Pakistan|Cricket, Skating & Curling Club|Toronto|Canada|India|Pakistan|Pakistan|5 wickets
1998-09-26|Zimbabwe v. India|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|India|India|8 wickets
1998-09-27|Zimbabwe v. India|Queens Sports Club|Bulawayo|Zimbabwe|Zimbabwe|India|India|8 wickets
1998-09-30|Zimbabwe v. India|Harare Sports Club|Harare|Zimbabwe|Zimbabwe|India|Zimbabwe|37 runs
1998-10-24|New Zealand v. Zimbabwe|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|New Zealand|Zimbabwe|New Zealand|5 wickets
1998-10-25|England v. South Africa|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|England|South Africa|South Africa|6 wickets
1998-10-26|New Zealand v. Sri Lanka|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|New Zealand|Sri Lanka|Sri Lanka|5 wickets
1998-10-28|Australia v. India|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Australia|India|India|44 runs
1998-10-29|Pakistan v. West Indies|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Pakistan|West Indies|West Indies|30 runs
1998-10-30|South Africa v. Sri Lanka|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|South Africa|Sri Lanka|South Africa|92 runs
1998-10-31|India v. West Indies|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|India|West Indies|West Indies|6 wickets
1998-11-01|South Africa v. West Indies|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|South Africa|West Indies|South Africa|4 wickets
1998-11-06|India v. Sri Lanka|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Sri Lanka|India|3 wickets
1998-11-06|Pakistan v. Australia|National Stadium|Karachi|Pakistan|Pakistan|Australia|Australia|86 runs
1998-11-07|Sri Lanka v. Zimbabwe|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Sri Lanka|Zimbabwe|Zimbabwe|7 wickets
1998-11-08|Pakistan v. Australia|Arbab Niaz Stadium|Peshawar|Pakistan|Pakistan|Australia|Australia|5 wickets
1998-11-08|India v. Zimbabwe|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Zimbabwe|India|7 wickets
1998-11-09|India v. Sri Lanka|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Sri Lanka|India|81 runs
1998-11-10|Pakistan v. Australia|Gaddafi Stadium|Lahore|Pakistan|Pakistan|Australia|Australia|6 wickets
1998-11-10|Sri Lanka v. Zimbabwe|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|Sri Lanka|Zimbabwe|Zimbabwe|24 runs
1998-11-11|India v. Zimbabwe|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Zimbabwe|Zimbabwe|13 runs
1998-11-13|India v. Zimbabwe|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Zimbabwe|India|10 wickets
1998-11-20|Pakistan v. Zimbabwe|Jinnah Stadium (Gujwranwala)|Gujwranwala|Pakistan|Pakistan|Zimbabwe|Pakistan|4 wickets
1998-11-22|Pakistan v. Zimbabwe|Sheikhupura Stadium|Sheikhupura|Pakistan|Pakistan|Zimbabwe|Zimbabwe|6 wickets
1998-11-24|Pakistan v. Zimbabwe|Rawalpindi Cricket Stadium|Rawalpindi|Pakistan|Pakistan|Zimbabwe|Pakistan|111 runs
1999-01-09|New Zealand v. India|Owen Delany Park|Taupo|New Zealand|New Zealand|India|New Zealand|5 wickets
1999-01-10|Australia v. England|Brisbane Cricket Ground|Brisbane|Australia|Australia|England|England|7 runs
1999-01-11|England v. Sri Lanka|Brisbane Cricket Ground|Brisbane|Australia|England|Sri Lanka|England|4 wickets
1999-01-12|New Zealand v. India|McLean Park|Napier|New Zealand|New Zealand|India|India|2 wickets
1999-01-13|Australia v. Sri Lanka|Sydney Cricket Ground|Sydney|Australia|Australia|Sri Lanka|Australia|8 wickets
1999-01-15|Australia v. England|Melbourne Cricket Ground|Melbourne|Australia|Australia|England|Australia|9 wickets
1999-01-16|New Zealand v. India|Eden Park|Auckland|New Zealand|New Zealand|India|India|5 wickets
1999-01-17|Australia v. England|Sydney Cricket Ground|Sydney|Australia|Australia|England|England|7 runs
1999-01-19|England v. Sri Lanka|Melbourne Cricket Ground|Melbourne|Australia|England|Sri Lanka|England|7 wickets
1999-01-19|New Zealand v. India|AMI Stadium|Christchurch|New Zealand|New Zealand|India|New Zealand|70 runs
1999-01-21|Australia v. Sri Lanka|Bellerive Oval|Hobart|Australia|Australia|Sri Lanka|Sri Lanka|3 wickets
1999-01-22|South Africa v. West Indies|Wanderers Stadium|Johannesburg|South Africa|South Africa|West Indies|South Africa|2 wickets
1999-01-23|England v. Sri Lanka|Adelaide Oval|Adelaide|Australia|England|Sri Lanka|Sri Lanka|1 wicket
1999-01-24|South Africa v. West Indies|Buffalo Park|East London|South Africa|South Africa|West Indies|West Indies|43 runs
1999-01-24|Australia v. Sri Lanka|Adelaide Oval|Adelaide|Australia|Australia|Sri Lanka|Australia|80 runs
1999-01-26|Australia v. England|Adelaide Oval|Adelaide|Australia|Australia|England|Australia|16 runs
1999-01-27|South Africa v. West Indies|Kingsmead|Durban|South Africa|South Africa|West Indies|South Africa|55 runs
1999-01-29|England v. Sri Lanka|WACA Ground|Perth|Australia|England|Sri Lanka|England|128 runs
1999-01-30|South Africa v. West Indies|St George's Park|Port Elizabeth|South Africa|South Africa|West Indies|South Africa|99 runs
1999-01-31|Australia v. Sri Lanka|WACA Ground|Perth|Australia|Australia|Sri Lanka|Australia|45 runs
1999-02-02|South Africa v. West Indies|Newlands|Cape Town|South Africa|South Africa|West Indies|South Africa|89 runs
1999-02-03|England v. Sri Lanka|Sydney Cricket Ground|Sydney|Australia|England|Sri Lanka|Sri Lanka|11 runs
1999-02-05|South Africa v. West Indies|Mangaung Oval|Bloemfontein|South Africa|South Africa|West Indies|South Africa|114 runs
1999-02-05|Australia v. England|Sydney Cricket Ground|Sydney|Australia|Australia|England|Australia|4 wickets
1999-02-07|South Africa v. West Indies|SuperSport Park|Centurion|South Africa|South Africa|West Indies|South Africa|50 runs
1999-02-07|Australia v. Sri Lanka|Melbourne Cricket Ground|Melbourne|Australia|Australia|Sri Lanka|Australia|43 runs
1999-02-10|Australia v. England|Sydney Cricket Ground|Sydney|Australia|Australia|England|Australia|10 runs
1999-02-13|Australia v. England|Melbourne Cricket Ground|Melbourne|Australia|Australia|England|Australia|162 runs
1999-02-14|New Zealand v. South Africa|Carisbrook|Dunedin|New Zealand|New Zealand|South Africa|New Zealand|3 wickets
1999-02-17|New Zealand v. South Africa|AMI Stadium|Christchurch|New Zealand|New Zealand|South Africa|South Africa|7 wickets
1999-02-20|New Zealand v. South Africa|Eden Park|Auckland|New Zealand|New Zealand|South Africa|New Zealand|7 wickets
1999-03-16|Bangladesh v. Pakistan|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Bangladesh|Pakistan|Pakistan|152 runs
1999-03-19|Kenya v. Zimbabwe|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Kenya|Zimbabwe|Zimbabwe|133 runs
1999-03-19|Pakistan v. Sri Lanka|Keenan Stadium|Jamshedpur|India|Pakistan|Sri Lanka|Pakistan|9 runs
1999-03-20|Bangladesh v. Kenya|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Bangladesh|Kenya|Kenya|8 wickets
1999-03-21|Bangladesh v. Zimbabwe|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Bangladesh|Zimbabwe|Zimbabwe|126 runs
1999-03-22|India v. Sri Lanka|Vidarbha Cricket Association Ground|Nagpur|India|India|Sri Lanka|India|80 runs
1999-03-23|Kenya v. Zimbabwe|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Kenya|Zimbabwe|Zimbabwe|64 runs
1999-03-24|India v. Pakistan|Sawai Mansingh Stadium|Jaipur|India|India|Pakistan|Pakistan|143 runs
1999-03-24|Bangladesh v. Kenya|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Bangladesh|Kenya|Kenya|73 runs
1999-03-25|Bangladesh v. Zimbabwe|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Bangladesh|Zimbabwe|Zimbabwe|3 wickets
1999-03-26|New Zealand v. South Africa|McLean Park|Napier|New Zealand|New Zealand|South Africa|South Africa|2 wickets
1999-03-27|Pakistan v. Sri Lanka|Indira Priyadarshini Stadium|Visakhapatnam|India|Pakistan|Sri Lanka|Sri Lanka|12 runs
1999-03-27|New Zealand v. South Africa|Eden Park|Auckland|New Zealand|New Zealand|South Africa|South Africa|143 runs
1999-03-27|Kenya v. Zimbabwe|Bangabandhu National Stadium|Dhaka (Dacca)|Bangladesh|Kenya|Zimbabwe|Zimbabwe|202 runs
1999-03-30|India v. Sri Lanka|Nehru Stadium (Pune)|Pune|India|India|Sri Lanka|India|51 runs
1999-04-01|India v. Pakistan|Punjab Cricket Association IS Bindra Stadium|Mohali, Chandigarh|India|India|Pakistan|Pakistan|7 wickets
1999-04-04|India v. Pakistan|M Chinnaswamy Stadium|Bengaluru, Bangalore|India|India|Pakistan|Pakistan|123 runs
1999-04-07|England v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|England|Pakistan|Pakistan|90 runs
1999-04-08|India v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Pakistan|Pakistan|116 runs
1999-04-09|England v. India|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|England|India|India|20 runs
1999-04-11|West Indies v. Australia|Arnos Vale Ground|Kingstown, St. Vincent|West Indies|West Indies|Australia|West Indies|44 runs
1999-04-11|England v. India|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|England|India|India|9 runs
1999-04-12|England v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|England|Pakistan|England|62 runs
1999-04-13|India v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Pakistan|India|6 wickets
1999-04-14|West Indies v. Australia|National Cricket Stadium (Grenada)|St. George's, Grenada|West Indies|West Indies|Australia|Australia|46 runs
1999-04-16|India v. Pakistan|Sharjah Cricket Stadium|Sharjah|United Arab Emirates|India|Pakistan|Pakistan|8 wickets
1999-04-17|West Indies v. Australia|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|Australia|West Indies|5 wickets
1999-04-18|West Indies v. Australia|Queen's Park Oval|Port-Of-Spain, Trinidad|West Indies|West Indies|Australia|Australia|20 runs
1999-04-21|West Indies v. Australia|Bourda|Georgetown, Guyana|West Indies|West Indies|Australia||Tied
1999-04-24|West Indies v. Australia|Kensington Oval|Bridgetown, Barbados|West Indies|West Indies|Australia|Australia|4 wickets
1999-04-25|West Indies v. Australia|Kensington Oval|Bridgetown, Barbados|West Indies|West Indies|Australia|West Indies|8 wickets
1999-05-14|England v. Sri Lanka|Lord's|London|England|England|Sri Lanka|England|8 wickets
1999-05-15|India v. South Africa|County Ground (Hove)|Hove|England|India|South Africa|South Africa|4 wickets
1999-05-15|Kenya v. Zimbabwe|County Ground (Taunton)|Taunton|England|Kenya|Zimbabwe|Zimbabwe|5 wickets
1999-05-16|Australia v. Scotland|New Road|Worcester|England|Australia|Scotland|Australia|6 wickets
1999-05-16|Pakistan v. West Indies|County Ground (Bristol)|Bristol|England|Pakistan|West Indies|Pakistan|27 runs
1999-05-17|Bangladesh v. New Zealand|County Ground (Chelmsford)|Chelmsford|England|Bangladesh|New Zealand|New Zealand|6 wickets
1999-05-18|England v. Kenya|St Lawrence Ground|Canterbury|England|England|Kenya|England|9 wickets
1999-05-19|India v. Zimbabwe|Grace Road|Leicester|England|India|Zimbabwe|Zimbabwe|3 runs
1999-05-19|South Africa v. Sri Lanka|County Ground (Northampton)|Northampton|England|South Africa|Sri Lanka|South Africa|89 runs
1999-05-20|Australia v. New Zealand|Sophia Gardens|Cardiff|Wales|Australia|New Zealand|New Zealand|5 wickets
1999-05-20|Pakistan v. Scotland|Riverside Ground|Chester-Le-Street|England|Pakistan|Scotland|Pakistan|94 runs
1999-05-21|Bangladesh v. West Indies|Clontarf Cricket Club Ground|Dublin|Ireland|Bangladesh|West Indies|West Indies|7 wickets
1999-05-22|England v. South Africa|Kennington Oval|London|England|England|South Africa|South Africa|122 runs
1999-05-22|Sri Lanka v. Zimbabwe|New Road|Worcester|England|Sri Lanka|Zimbabwe|Sri Lanka|4 wickets
1999-05-23|India v. Kenya|County Ground (Bristol)|Bristol|England|India|Kenya|India|94 runs
1999-05-23|Australia v. Pakistan|Headingley|Leeds|England|Australia|Pakistan|Pakistan|10 runs
1999-05-24|Scotland v. Bangladesh|Grange Cricket Club|Edinburgh|Scotland|Scotland|Bangladesh|Bangladesh|22 runs
1999-05-24|New Zealand v. West Indies|County Ground (Southampton)|Southampton|England|New Zealand|West Indies|West Indies|7 wickets
1999-05-25|England v. Zimbabwe|Trent Bridge|Nottingham|England|England|Zimbabwe|England|7 wickets
1999-05-26|Kenya v. South Africa|VRA Ground|Amstelveen|Netherlands|Kenya|South Africa|South Africa|7 wickets
1999-05-26|India v. Sri Lanka|County Ground (Taunton)|Taunton|England|India|Sri Lanka|India|157 runs
1999-05-27|Australia v. Bangladesh|Riverside Ground|Chester-Le-Street|England|Australia|Bangladesh|Australia|7 wickets
1999-05-27|Scotland v. West Indies|Grace Road|Leicester|England|Scotland|West Indies|West Indies|8 wickets
1999-05-28|New Zealand v. Pakistan|County Ground (Derby)|Derby|England|New Zealand|Pakistan|Pakistan|62 runs
1999-05-29|England v. India|Edgbaston|Birmingham|England|England|India|India|63 runs
1999-05-29|South Africa v. Zimbabwe|County Ground (Chelmsford)|Chelmsford|England|South Africa|Zimbabwe|Zimbabwe|48 runs
1999-05-30|Kenya v. Sri Lanka|County Ground (Southampton)|Southampton|England|Kenya|Sri Lanka|Sri Lanka|45 runs
1999-05-30|Australia v. West Indies|Old Trafford|Manchester|England|Australia|West Indies|Australia|6 wickets
1999-05-31|Bangladesh v. Pakistan|County Ground (Northampton)|Northampton|England|Bangladesh|Pakistan|Bangladesh|62 runs
1999-05-31|Scotland v. New Zealand|Grange Cricket Club|Edinburgh|Scotland|Scotland|New Zealand|New Zealand|6 wickets
1999-06-04|Australia v. India|Kennington Oval|London|England|Australia|India|Australia|77 runs
1999-06-05|Pakistan v. South Africa|Trent Bridge|Nottingham|England|Pakistan|South Africa|South Africa|3 wickets
1999-06-08|India v. Pakistan|Old Trafford|Manchester|England|India|Pakistan|India|47 runs
1999-06-09|Australia v. Zimbabwe|Lord's|London|England|Australia|Zimbabwe|Australia|44 runs
1999-06-10|New Zealand v. South Africa|Edgbaston|Birmingham|England|New Zealand|South Africa|South Africa|74 runs
1999-06-11|Pakistan v. Zimbabwe|Kennington Oval|London|England|Pakistan|Zimbabwe|Pakistan|148 runs
1999-06-12|India v. New Zealand|Trent Bridge|Nottingham|England|India|New Zealand|New Zealand|5 wickets
1999-06-13|Australia v. South Africa|Headingley|Leeds|England|Australia|South Africa|Australia|5 wickets
1999-06-16|New Zealand v. Pakistan|Old Trafford|Manchester|England|New Zealand|Pakistan|Pakistan|9 wickets
1999-06-17|Australia v. South Africa|Edgbaston|Birmingham|England|Australia|South Africa||Tied
1999-06-20|Australia v. Pakistan|Lord's|London|England|Australia|Pakistan|Australia|8 wickets
1999-08-22|Sri Lanka v. Australia|Galle International Stadium|Galle|Sri Lanka|Sri Lanka|Australia|Australia|50 runs
1999-08-23|Australia v. India|Galle International Stadium|Galle|Sri Lanka|Australia|India|Australia|8 wickets
1999-08-25|Sri Lanka v. India|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|India|Sri Lanka|7 wickets
1999-08-26|Sri Lanka v. Australia|R Premadasa Stadium|Colombo|Sri Lanka|Sri Lanka|Australia|Australia|27 runs
1999-08-28|Australia v. India|Sinhalese Sports Club Ground|Colombo|Sri Lanka|Australia|India|Australia|41 runs
